"id","codigo_cum","codigo_atc","codigo_tip","clase_prod","clase_apli","nombre_far","nombre_gen","presentacion","unidad_med","unidad_int","concentrac","via_admini","referencia","reg_invima","valor_cost","valor_coiv","valor_vent","codtip_ser","porce_iva","porce_incr","saldo_actu","idcod_cent","realizar_m","estado_act"
"575","C07AB02","C07AB02","1","1","1","METOPROLOL 100MG TABLETA","METOPROLOL 100MG TABLETA","TABLETA","MG",,"100",,,,"61","0","68","0","0","12","60","0",,
"576","P01AB01","P01AB01","1","1","1","METRONIDAZOL 250MG/5ML SUSPENSIÓN X 120ML","METRONIDAZOL 250MG/5ML SUSPENSIÓN X 120ML","SUSPENSION","MG/ML",,"250MG/5ML",,,,"3044","0","3409","0","0","12","3","0",,
"577","N05CD08","N05CD08","1","1","1","MIDAZOLAM 5MG/5ML SOLUCIÓN INYECTABLE","MIDAZOLAM 5MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"5MG/5ML",,,,"1428","0","1599","0","0","12","23","0",,
"578","N02AA01","N02AA01","1","1","1","MORFINA 10MG/ML AMPOLLA","MORFINA 10MG/ML AMPOLLA","INY","MG",,"10",,,,"0","0","0","0","0","12","0","0",,"A"
"579","19939580-02",,"1","1","1","NAPROXENO 150MG/5ML SUSPENSION X 80ML","NAPROXENO 150MG/5ML SUSPENSION X 80ML","SUSPENSION","MG/ML",,"150MG/5ML",,,,"2606","0","2919","0","0","12","0","0",,
"580","C08CA05","C08CA05","1","1","1","NIFEDIPINO 30MG TABLETA","NIFEDIPINO 30MG TABLETA","TAB","MG",,"30",,,,"0","0","0","0","0","12","0","0",,
"581","J01XE01","J01XE01","1","1","1","NITROFURANTOINA 100MG CAPSULA","NITROFURANTOINA 100MG CAPSULA","CAPSULA","MG",,"100",,,,"135","0","151","0","0","12","36","0",,
"582","C02DD01","C02DD01","1","1","1","NITROPRUSIATO DE SODIO  50MG/ML SOLUCIÓN INYECTABL","NITROPRUSIATO DE SODIO  50MG/ML SOLUCIÓN INYECTABL","INYECTABLE","MG/ML",,"50MG/ML",,,,"39245","0","43954","0","0","12","5","0",,
"583","C01CA03","C01CA03","1","1","1","NORADRENALINA 4MG/4 ML SOLUCIÓN INYECTABLE","NORADRENALINA 4MG/4 ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"4MG/4ML",,,,"2250","0","2520","0","0","12","6","0",,
"584","N03AF02","N03AF02","1","1","1","OXCARBAZEPINA 300MG/5ML SUSPENSION X 100ML","OXCARBAZEPINA 300MG/5ML SUSPENSION X 100ML","SUSPENSION","MG/ML",,"300MG/5ML",,,,"29500","0","29500","0","0","0","0","0",,
"585","J01CE09","J01CE09","1","1","1","PENICILINA PROCAINA 400.000 UI POLVO PARA RECONSTI","PENICILINA PROCAINA 400.000 UI POLVO PARA RECONSTI","POLVO RECONSTITUIR","UI",,"400000",,,,"1254","0","1404","0","0","12","10","0",,
"586","J01CE01","J01CE01","1","1","1","PENICILINA PROCAINA 800.000 AMPOLLA","PENICILINA PROCAINA 800.000 AMPOLLA","INY","UI/ML",,"800000",,,,"0","0","0","0","0","12","0","0",,
"587","C02CA01","C02CA01","1","1","1","PRAZOSINA 1MG TABLETA","PRAZOSINA 1MG TABLETA","TABLETA","MG",,"1",,,,"34","0","38","0","0","12","90","0",,
"588",,,"3","3","1","PRESERVATIVOS CONDON MASCULINO","PRESERVATIVOS CONDON MASCULINO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"589","CO7AA05","CO7AA05","1","1","1","PROPANOLOL 40MG TABLETA","PROPANOLOL 40MG TABLETA","TABLETA","MG",,"40",,,,"27","0","30","0","0","12","38","0",,
"590","CO7AA05","CO7AA05","1","1","1","PROPANOLOL 80MG TABLETA","PROPANOLOL 80MG TABLETA","TAB","MG",,"80",,,,"0","0","0","0","0","12","0","0",,
"591","AO2BA02","AO2BA02","1","1","1","RANITIDINA 150MG TABLETA","RANITIDINA 150MG TABLETA","TAB","MG",,"150",,,,"0","0","0","0","0","12","0","0",,"A"
"592","AO2BA02","AO2BA02","1","1","1","RANITIDINA 300MG TABLETA","RANITIDINA 300MG TABLETA","TAB","MG",,"300",,,,"0","0","0","0","0","12","0","0",,
"593",,,"3","3","1","RIÑONERA","RIÑONERA",,"UNIDAD",,,,,,"1192","0","1335","0","0","12","3","0",,
"594","B05BB01","B05BB01","1","1","1","LACTATO DE RINGER (HARTMAN) X 500 CC","LACTATO DE RINGER (HARTMAN) X 500 CC","BOLSA","ML",," 500",,,,"2191","0","2454","0","0","12","7","0",,
"595","019947843-5","B05BB01","1","1","1","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 100ML","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 100ML","BOLSA","ML",,"100",,,,"1800","0","2016","0","0","12","21","0",,
"596","B05BB01","B05BB01","1","1","1","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 250ML","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 250ML","BOLSA","ML",,"250",,,,"2418","0","2708","0","0","12","20","0",,
"597","B05BB01","B05BB01","1","1","1","SOLUCION SALINA 500 CC BOLSA","SOLUCION SALINA 500 CC BOLSA","BOLSA","ML",,,,,,"2633","0","2949","0","0","12","0","0",,"A"
"598",,,"3","3","1","SONDA FOLEY 2 VIAS # 12","SONDA FOLEY 2 VIAS # 12",,"UNIDAD",,,,,,"2821","0","3160","0","0","12","4","0",,
"599",,,"3","3","1","SONDA FOLEY 2 VIAS # 10","SONDA FOLEY 2 VIAS # 10",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"600",,,"3","3","1","SONDA FOLEY 2 VIAS # 14","SONDA FOLEY 2 VIAS # 14",,"UNIDAD",,,,,,"2854","0","3196","0","0","12","2","0",,
"601",,,"3","3","1","SONDA FOLEY 2 VIAS # 16","SONDA FOLEY 2 VIAS # 16",,"UNIDAD",,,,,,"2836","0","3176","0","0","12","3","0",,
"602",,,"3","3","1","SONDA FOLEY 2 VIAS # 18","SONDA FOLEY 2 VIAS # 18",,"UNIDAD",,,,,,"2967","0","3323","0","0","12","13","0",,
"603",,,"3","3","1","SONDA FOLEY 2 VIAS # 22","SONDA FOLEY 2 VIAS # 22",,"UNIDAD",,,,,,"2876","0","3221","0","0","12","0","0",,
"604",,,"3","3","1","SONDA FOLEY 3 VIAS # 20","SONDA FOLEY 3 VIAS # 20",,"UNIDAD",,,,,,"3817","0","4275","0","0","12","0","0",,
"605",,,"3","3","1","SONDA NASOGASTRICA # 10","SONDA NASOGASTRICA # 10",,"UNIDAD",,,,,,"1048","0","1174","0","0","12","4","0",,
"606",,,"3","3","1","SONDA NASOGASTRICA # 12","SONDA NASOGASTRICA # 12",,"UNIDAD",,,,,,"1120","0","1254","0","0","12","4","0",,
"607",,,"3","3","1","SONDA NASOGASTRICA # 14","SONDA NASOGASTRICA # 14",,"UNIDAD",,,,,,"1210","0","1355","0","0","12","4","0",,
"608",,,"3","3","1","SONDA NASOGASTRICA # 16","SONDA NASOGASTRICA # 16",,"UNIDAD",,,,,,"1294","0","1449","0","0","12","3","0",,
"609",,,"3","3","1","SONDA NASOGASTRICA # 18","SONDA NASOGASTRICA # 18",,"UNIDAD",,,,,,"1491","0","1670","0","0","12","0","0",,
"610",,,"3","3","1","SONDA NASOGASTRICA # 20","SONDA NASOGASTRICA # 20",,"UNIDAD",,,,,,"1677","0","1878","0","0","12","0","0",,
"611",,,"3","3","1","SONDA NASOGASTRICA # 22","SONDA NASOGASTRICA # 22",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"612",,,"3","3","1","SONDA NASOGASTRICA # 8","SONDA NASOGASTRICA # 8",,"UNIDAD",,,,,,"1222","0","1369","0","0","12","2","0",,
"613",,,"3","3","1","SONDA NELATON # 12","SONDA NELATON # 12",,"UNIDAD",,,,,,"861","0","964","0","0","12","12","0",,
"614",,,"3","3","1","SONDA NELATON # 16","SONDA NELATON # 16",,"UNIDAD",,,,,,"861","0","964","0","0","12","3","0",,
"615",,,"3","3","1","SONDA NELATON # 18","SONDA NELATON # 18",,"UNIDAD",,,,,,"861","0","964","0","0","12","0","0",,
"616",,,"3","3","1","SONDA NELATON # 20","SONDA NELATON # 20",,"UNIDAD",,,,,,"861","0","964","0","0","12","0","0",,
"617",,,"3","3","1","SONDA NELATON # 22","SONDA NELATON # 22",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"618",,,"3","3","1","SONDA NELATON # 6","SONDA NELATON # 6",,"UNIDAD",,,,,,"652","0","730","0","0","12","0","0",,
"619",,,"3","3","1","SONDA NELATON # 8","SONDA NELATON # 8",,"UNIDAD",,,,,,"861","0","964","0","0","12","4","0",,
"620","AO2BX02","AO2BX02","1","1","1","SUCRALFATO 1 G TABLETA","SUCRALFATO 1 G TABLETA","INY","GR",,"1",,,,"0","0","0","0","0","12","0","0",,"A"
"621","A07EC01","A07EC01","1","1","1","SULFASALAZINA 500MG TABLETA","SULFASALAZINA 500MG TABLETA","TABLETA","MG",,"500",,,,"237","0","265","0","0","12","30","0",,
"622","B05XA05","B05XA05","1","1","1","SULFATO DE MAGNESIO 2%/10ML SOLUCIÓN INYECTABLE","SULFATO DE MAGNESIO 2%/10ML SOLUCIÓN INYECTABLE","INYECTABLE","%/ML",,"2%/10ML",,,,"741","0","830","0","0","12","3","0",,
"623","B03AA07","B03AA07","1","1","1","SULFATO FERROSO 300MG TABLETA","SULFATO FERROSO 300MG TABLETA","TABLETA","MG",,"300",,,,"49","0","78","0","0","12","299","0",,
"624",,,"3","3","1","TAPABOCAS","TAPABOCAS",,"UNIDAD",,,,,,"14000","0","15680","0","0","12","4","0",,
"625",,,"3","3","1","TAPABOCAS # 95","TAPABOCAS # 95",,"UNIDAD",,,,,,"3027","0","3390","0","0","12","18","0",,
"626",,,"3","3","1","TAPON SALINO","TAPON SALINO",,"UNIDAD",,,,,,"450","0","504","1","0","12","14","0",,
"627","R03DA04","R03DA04","1","1","1","TEOFILINA 125 MG CAPSULA","TEOFILINA 125MG CAPSULA","CAPSULA","MG",,"125",,,,"351","0","393","0","0","12","30","0",,
"628","R03DA04","R03DA04","1","1","1","TEOFILINA 300 MG CAPSULA","TEOFILINA 300MG CAPSULA","CAP","MG",,"300",,,,"0","0","0","0","0","12","0","0",,
"629","J01AA07","J01AA07","1","1","1","TETRACICICLINA 500 MG TABLETA","TETRACICICLINA 500MG TABLETA","TAB","MG",,"500",,,,"343","0","384","0","0","12","0","0",,
"630","A11DA01","A11DA01","1","1","1","TIAMINA 300 MG TABLETA","TIAMINA 300MG TABLETA","TAB","MG",,"300",,,,"200","0","224","0","0","12","24","0",,
"631","P01AB02","P01AB02","1","1","1","TINIDAZOL 500 MG TABLETA","TINIDAZOL 500MG TABLETA","TAB","MG",,"500",,,,"234","0","262","0","0","12","0","0",,
"632","N03AX11","N03AX11","1","1","1","TOPIRAMATO 50 MG TABLETA","TOPIRAMATO 50MG TABLETA","TABLETA","MG",,"50",,,,"0","0","0","0","0","12","0","0",,
"633","J07AM51","J07AM51","1","1","1","TOXOIDE TETANICO SUSPENSIÓN INYECTABLE X 0.5ML","TOXOIDE TETANICO SUSPENSIÓN INYECTABLE X 0.5ML","INYECTABLE","ML",,"0.5",,,,"6760","0","7571","0","0","12","8","0",,
"634","N02AX02","N02AX02","1","1","1","TRAMADOL 100MG/2ML  SOLUCIÓN INYECTABLE","TRAMADOL 100MG/2ML  SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"100MG/2ML",,,,"442","0","495","0","0","12","10","0",,
"635","N02AX02","N02AX02","1","1","1","TRAMADOL 10MG GOTAS","TRAMADOL 10MG GOTAS","GOTAS","MG",,"100",,,,"0","0","0","0","0","12","0","0",,"A"
"636","N02AX02","N02AX02","1","1","1","TRAMADOL 50MG/2ML  SOLUCIÓN INYECTABLE","TRAMADOL 50MG/2ML  SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"50MG/2ML",,,,"454","0","508","0","0","12","38","0",,
"637","N02AX02","N02AX02","1","1","1","TRAMADOL CLORHIDRATO 50MG TABLETA","TRAMADOL CLORHIDRATO 50MG TABLETA","TABLETA","MG",,"50",,,,"232","0","383","0","0","12","90","0",,
"638","19988272-03","N06AX05","1","1","1","TRAZODONA 50 MG TABLETA","TRAZODONA 50MG TABLETA","TABLETA","MG",,"50",,,,"69","0","77","0","0","12","1126","0",,
"639","J01EE01","J01EE01","1","1","1","TRIMETROPIM+SULFAMETOXAZOL 160+800MG TABLETA","TRIMETROPIM+SULFAMETOXAZOL 160+800MG TABLETA","TABLETA","MG",,"160+800",,,,"135","0","151","0","0","12","0","0",,
"640","J01EE01","J01EE01","1","1","1","TRIMETROPIM+SULFAMETOXAZOL 80+400MG TABLETA","TRIMETROPIM+SULFAMETOXAZOL 80+400MG TABLETA","TABLETA","MG",,"80+400",,,,"117","0","131","0","0","12","0","0",,
"641",,,"3","3","1","VENDA DE ALGODON 4X5","VENDA DE ALGODàN 4X5",,"UNIDAD",,,,,,"2451","0","2745","0","0","12","2","0",,
"642",,,"3","3","1","VENDA DE ALGODON 5X5","VENDA DE ALGODàN 5X5",,"UNIDAD",,,,,,"2757","0","3088","0","0","12","3","0",,
"643",,,"3","3","1","VENDA DE ALGODON 6X5","VENDA DE ALGODàN 6X5",,"UNIDAD",,,,,,"2553","0","2859","0","0","12","0","0",,
"644",,,"3","3","1","VENDA DE TELA 5X5","VENDA DE TELA 5X5",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"645","C08DA01","C08DA01","1","1","1","VERAPAMILO 120MG TABLETA","VERAPAMILO 120MG TABLETA","TABLETA","MG",,"120",,,,"78","0","87","0","0","12","99","0",,
"646","C08DA01","C08DA01","1","1","1","VERAPAMILO 80MG TABLETA","VERAPAMILO 80MG TABLETA","TABLETA","MG",,"80",,,,"64","0","72","0","0","12","64","0",,
"647",,,"1","1","1","VIGABATRINA 500MG TABLETA","VIGABATRINA 500MG TABLETA","TAB","MG",,"500",,,,"1821","0","2040","0","0","12","0","0",,"A"
"648","A11CA01","A11CA01","1","1","1","VITAMINA A  50.000UI CAPSULA","VITAMINA A  50.000UI CAPSULA","CAPSULA","UI",,"50000",,,,"0","0","0","0","0","12","24","0",,
"649","B03BA01","B03BA01","1","1","1","VITAMINA B12 AMPOLLA","VITAMINA B12 AMPOLLA","INY","MG",,,,,,"0","0","0","0","0","12","0","0",,
"650","B02BA01","B02BA01","1","1","1","VITAMINA K 1MG/ML SOLUCIÓN INYECTABLE","VITAMINA K 1MG/ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"1MG/ML",,,,"793","0","888","0","0","12","10","0",,
"651","020014730-07","B01AA03","1","1","1","WARFARINA 5MG TABLETA","WARFARINA 5MG TABLETA","TABLETA","MG",,"5",,,,"365","0","409","0","0","12","50","0",,
"652","RO6AA02","RO6AA02","1","1","0","DIFENHIDRAMINA 50MG/5ML SOLUCIÓN INYECTABLE","DIFENHIDRAMINA 50MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"50MG/5ML",,,,"13431","0","15043","0","0","12","18","0",,
"653","N05AH03","N05AH03","1","1","0","OLANZAPINA X 10 MG TABLETA","OLANZAPINA X 10 MG TABLETA","TABLETA","MG",,"5",,,,"189","0","241","0","0","12","525","0",,
"654","19990978-01","N05AH04","1","1","0","QUETIAPINA 100MG TABLETA","QUETIAPINA 100MG TABLETA","TABLETA","MG",,"100",,,,"301","0","298","0","0","12","1618","0",,
"655","00011416-05","N05AD01","1","1","0","HALOPERIDOL 10MG TABLETA","HALOPERIDOL 10MG TABLETA","TABLETA","MG",,"10",,,,"127","0","142","0","0","12","245","0",,
"656","19995113-06","N05AH04","1","1","0","QUETIAPINA 25MG TABLETA","QUETIAPINA 25MG TABLETA","TABLETA","MG",,"25",,,,"135","0","151","0","0","12","1764","0",,
"657","NO2AX02","NO2AX02","1","1","0","TRAMADOL 100MG/ML SOLUCIÓN ORAL X 10ML","TRAMADOL 100MG/ML SOLUCIÓN ORAL X 10ML","SOLUCION ORAL","MG/ML",,"100MG/ML",,,,"1021","0","1144","0","0","12","6","0",,
"658",,,"3","3","0","GUIA INTUBACION # 6 FR","GUIA INTUBACION # 6 FR",,"UNIDAD",,,,,,"0","0","0","1","0","0","0","0",,"A"
"659","J05AB01","J05AB01","1","1","0","ACICLOVIR 200 MG TABLETA","ACICLOVIR 200 MG TABLETA","TABLETA","MG",,"200","ORAL",,,"124","0","139","0","0","12","39","0",,
"660","A03FA03","A03FA03","1","1","0","DOMPERIDONA 10MG TABLETA","DOMPERIDONA 10MG TABLETA","TABLETA","MG",,"10",,,,"0","0","0","0","0","12","10","0",,
"661","N03AF02","N03AF02","1","1","0","OXCARBAZEPINA JARABE 300 MG","OXCARBAZEPINA JARABE 300 MG","JBE","MG",,"300",,,,"0","0","0","0","0","0","0","0",,"A"
"662","N05BB01","N05BB01","1","1","0","HIDROXICONA AMPOLLA 100 MG","HIDROXICONA AMPOLLA 100 MG","INY","MG",,"100",,,,"0","0","0","0","0","0","0","0",,"A"
"663",,,"1","0","0","BECLOMETASONA 0.05% / 20 G","BECLOMETASONA 0.05% / 20 G","CREMA",,,,,,,"0","0","0","0","0","0","0","0",,
"664",,,"3","3","0","VENDA ALGODON  6X5","VENDA ALGODON  6X5",,"UNIDAD",,,,,,"1853","0","2075","1","0","12","1","0",,
"665",,,"3","3","0","MASCARA NO REHINALACION PEDIATRICA","MASCARA NO REHINALACION PEDIATRICA",,"UNIDAD",,,,,,"0","0","0","1","0","12","2","0",,
"666",,,"3","3","0","MASCARA NO REHINALACION ADULTO","MASCARA NO REHINALACION ADULTO",,"UNIDAD",,,,,,"3653","0","4091","1","0","12","7","0",,
"667",,,"3","3","0","GUIA DE INTUBACION # 6 FR","GUIA DE INTUBACION # 6 FR",,"UNIDAD",,,,,,"5050","0","5656","1","0","12","2","0",,
"668",,,"3","3","0","GUIA INTUBACION # 14 FR","GUIA INTUBACION # 14 FR",,"UNIDAD",,,,,,"5050","0","5656","1","0","12","2","0",,
"669",,,"3","3","0","SONDA NELATON # 5","SONDA NELATON # 5",,"UNIDAD",,,,,,"0","0","0","1","0","12","1","0",,
"670",,,"3","3","0","TUBO ENDOTRAQUEAL CON BALON 7.0","TUBO ENDOTRAQUEAL CON BALON  7.0",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"671",,,"3","3","0","TUBO ENDOTRAQUEAL CON BALON  6.5","TUBO ENDOTRAQUEAL  CON BALON 6.5",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"672",,,"3","3","0","GUIA ENDOTRAQUEAL   6","GUIA ENDOTRAQUEAL   6",,"UNIDAD",,,,,,"0","0","0","1","0","12","0","0",,"A"
"673",,,"3","3","0","TUBO ENDOTRAQUEAL CON BALON   7.5","TUBO ENDOTRAQUEAL CON BALON  7.5",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"674",,,"3","3","0","TUBO ENDOTRAQUEAL CON BALON  8.0","TUBO ENDOTRAQUEAL CON BALON  8.0",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"675",,,"3","3","0","TAPON SALINO","TAPON SALINO",,"UNIDAD",,,,,,"0","0","0","1","0","0","0","0",,"A"
"676",,,"3","3","0","GASA 1 X 5 YDS","GASA 1 X 5 YDS",,"UNIDAD",,,,,,"0","0","0","1","0","0","0","0",,
"677",,,"3","3","0","CANULA GUEDEL 5 # 110 MM","CANULA GUEDEL 5 # 110 MM",,"UNIDAD",,,,,,"1433","0","1605","1","0","12","7","0",,
"678",,,"3","3","0","CANULA GUEDEL 0 # 60 MM","CANULA GUEDEL 0 # 60 MM",,"UNIDAD",,,,,,"1433","0","1605","1","0","12","2","0",,
"679",,,"3","3","0","CANULA GUEDEL 1 # 70 MM","CANULA GUEDEL 1 # 70 MM",,"UNIDAD",,,,,,"1039","0","1164","1","0","12","5","0",,
"680",,,"3","3","0","MANUAL RESUCITADOR  (AMBU)","MANUAL RESUCITADOR  (AMBU)",,"UNIDAD",,,,,,"105397","0","118045","1","0","12","1","0",,
"681",,,"3","3","0","MASCARA OXIGENO ADULTO","MASCARA OXIGENO ADULTO",,"UNIDAD",,,,,,"5032","0","5636","1","0","12","0","0",,"A"
"682",,,"3","3","0","GUANTE 7.5","GUANTE 7.5",,"UNIDAD",,,,,,"0","0","0","1","0","0","0","0",,"A"
"683",,,"3","3","0","ISOPAÑIN","ISOPAÑIN",,"UNIDAD",,,,,,"147","0","165","1","0","12","0","0",,
"684",,,"3","3","0","SABANA RESORTADA","SABANA RESORTADA",,"UNIDAD",,,,,,"0","0","0","1","0","12","50","0",,
"685",,,"3","3","0","ALGODON X 250 G","ALGODON X 250 G",,"UNIDAD",,,,,,"0","0","0","1","0","12","4","0",,
"686",,,"3","3","0","ALGODON ROLLO","ALGODON ROLLO",,"UNIDAD",,,,,,"0","0","0","1","0","12","2","0",,
"687",,,"3","3","0","ALGODON TORUNDAS","ALGODON TORUNDAS",,"UNIDAD",,,,,,"0","0","0","1","0","12","0","0",,
"688",,,"3","3","0","VENDA DE GASA 4X5","VENDA DE GASA 4X5",,"UNIDAD",,,,,,"1755","0","1966","1","0","12","1","0",,
"689",,,"3","3","0","VENDA DE GASA 5X5","VENDA DE GASA 5X5",,"UNIDAD",,,,,,"2148","0","2406","1","0","12","3","0",,
"690",,,"3","3","0","VENDA DE GASA 6X5","VENDA GASA 6X5",,"UNIDAD",,,,,,"2549","0","2855","1","0","12","3","0",,
"691",,,"3","3","0","APLICADORES DE MADERA X 100","APLICADORES DE MADERA X 100",,,,,,,,"0","0","0","1","0","12","0","0",,"A"
"692",,,"3","3","0","BAJA LENGUA  X 18 UNIDADES","BAJA LENGUA  X 18 UNIDADES",,,,,,,,"72","0","81","1","0","12","0","0",,"A"
"693",,,"1","1","0","CLINDAMICINA/ CLOTRIMAZOL 100MG/200MG OVULOS","CLINDAMICINA/ CLOTRIMAZOL 100MG/200MG OVULOS","OVULOS",,,"100MG/200MG",,,,"0","0","0","0","0","12","0","0",,
"694",,,"1","1","0","RISPERIDONA 25 MG AMPOLLA","RISPERIDONA 25 MG AMPOLLA","AMPOLLAS",,,"25 MG",,,,"0","0","0","0","0","0","0","0",,
"695","20027702-05",,"1","1","0","LEVOTIROXINA X 75 MCG TABLETA","LEVOTIROXINA X 75 MCG TABLETA","TABLETA",,,"75 MCG",,,,"36","0","40","0","0","12","0","0",,
"696",,,"3","3","0","KIT MICRONEBULIZADOR ADULTO","KIT MICRONEBULIZADOR ADULTO",,,,,,,,"2574","0","2883","1","0","12","6","0",,
"697",,,"3","3","0","RESUCITADOR MANUAL PEDIATRICO AMBU","RESUCITADOR MANUAL PEDIATRICO AMBU",,,,,,,,"51935","0","58167","1","0","12","2","0",,
"698",,,"3","3","0","TUBO SUCCION ESTERIL 3MT","TUBO SUCCION ESTERIL 3MT",,,,,,,,"3263","0","3655","1","0","12","2","0",,
"699",,,"1","1","0","INSULINA GLULISINA 100U/ML SOLUCIÓN INYECTABLE X 1","INSULINA GLULISINA 100U/ML SOLUCIÓN INYECTABLE X 1","INYECTABLE","UI/ML",,"100UI/ML",,,,"86805","0","86805","0","0","0","4","0",,
"700",,,"1","1","0","AGUA ESTERIL SOLUCIÓN INYECTABLE X 500ML","AGUA ESTERIL SOLUCIÓN INYECTABLE X 500ML","BOLSA","ML",,"500",,,,"2665","0","2665","0","0","0","7","0",,
"701",,,"3","3","0","EXTENSION DE OXIGENO","EXTENSION DE OXIGENO",,,,,,,,"0","0","0","1","0","0","1","0",,
"702","38292-01","38292-01","1","1","0","INSULINA CRISTALINA R 100UI/ML SOLUCIÓN INYECTABLE","INSULINA CRISTALINA R 100UI/ML SOLUCIÓN INYECTABLE","INYECTABLE","UI/ML",,"100UI/ML",,,,"7865","0","8809","0","0","12","5","0",,
"703",,,"1","1","0","ESCITALOPRAM X 20 MG TABLETA","ESCITALOPRAM X 20 MG TABLETA","TABLETAS","MG",,"20 MG",,,,"1684","0","1684","0","0","0","120","0",,
"704","N03AX14","N03AX14","1","1","0","LEVETIRACETAM  1 GR TABLETA","LEVETIRACETAM  1 GR TABLETA","TABLETA","GR",,"1","ORAL",,,"0","0","0","0","0","12","0","0",,
"705",,,"0","0","0","GUANTE DE EXAMEN DESECHABLE TALLA S","GUANTE DE EXAMEN DESECHABLE TALLA S","CAJA X 100","UNIDAD",,,,,,"9866","0","9867","0","0","0","2","0",,
"706",,,"3","0","0","TIRAS PARA ORINA","TIRAS PARA ORINA","UNIDAD",,,,,,,"0","0","0","1","0","0","0","0",,
"707","N03AG01","N03AG01","2","0","0","DIVALPROATO SODICO 500 MG TABLETA","DIVALPROATO SODICO 500 MG TABLETA","TABLETAS","MILIGRAMO",,"500 MG",,,,"0","0","0","0","0","0","0","0",,
"708",,,"3","0","0","TIRAS PARA ORINA FRASCO X 100","TIRAS PARA ORINA FRASCO X 100","FRASCO",,,,,,,"38000","0","38000","1","0","0","0","0",,
"709",,,"3","0","0","PAPEL PARA ELECTRO AT101","PAPEL PARA ELECTRO AT101",,,,,,,,"8500","0","8500","1","0","0","0","0",,
"710",,,"3","0","0","VICRYL 3/0","VICRYL 3/0",,"UNIDAD",,,,,,"0","0","0","1","0","0","2","0",,
"711",,,"3","0","0","ACTIVIDADES POR CAPITA","ACTIVIDADES POR CAPITA",,,,,,,,"0","0","0","1","0","0","0","0",,
"712",,,"3","0","0","C.ROTATIVO MES DE OCTUBRE R.SUB CONTRA17001-26068",,,,,,,,,"0","0","0","1","0","0","0","0",,
"713",,,"3","0","0","CROTATIVO MES DE OCTUBRE R.CON CONTRA17001-26102",,,,,,,,,"0","0","0","1","0","0","0","0",,
"714",,,"3","0","0","ADAPTADOR PARA EXTENSION","ADAPTADOR PARA EXTENSION",,"UNIDAD",,,,,,"600","0","672","1","0","12","4","0",,
"715",,,"3","0","0","CANULA GUEDEL 4 # 100 MM","CANULA GUEDEL 4 # 100 MM",,"UNIDAD",,,,,,"2500","0","2500","1","0","0","2","0",,
"716","000057706-02",,"1","0","0","ISOCONAZOL  CREMA AL 1 % TUBO 20 G","ISOCONAZOL  CREMA AL 1 % TUBO 20 G","CREMA","% / G",,"1% EN 20 G","TOPICA",,,"0","0","0","0","0","0","0","0",,
"717",,,"3","0","0","SONDA SUCCION N° 12","SONDA SUCCION N° 12",,,,,,,,"0","0","0","1","0","0","2","0",,
"718","020056836-03",,"1","0","0","ESPIRAMICINA 3 M.U.I TABLETA","ESPIRAMICINA 3 M.U.I TABLETA","TABLETA","M.U.I",,"3",,,,"1161","0","1161","0","0","0","60","0",,
"719","019905549-01",,"1","0","0","FENOBARBITAL 100 MG TABLETA","FENOBARBITAL 100 MG TABLETA","TABLETA","MG",,"100",,,,"136","0","153","0","0","12","133","0",,
"720",,,"1","0","0","FLUVOXAMINA 100 MG TABLETA","FLUVOXAMINA 100 MG TABLETA","TABLETA","MG",,"100",,,,"4000","0","0","0","0","0","180","0",,
"721",,,"1","0","0","ESCITALOPRAM 10 MG TABLETA","ESCITALOPRAM 10 MG TABLETA","TABLETA","MG",,"10",,,,"1479","0","1479","0","0","0","84","0",,
